StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1.1,Q2.2,Q2.4,Q2.5,Q2.6,Q2.8_First Click,Q2.8_Last Click,Q2.8_Page Submit,Q2.8_Click Count,Q2.10,Q2.11_First Click,Q2.11_Last Click,Q2.11_Page Submit,Q2.11_Click Count,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.9_First Click,Q3.9_Last Click,Q3.9_Page Submit,Q3.9_Click Count,Q3.11,Q3.12_First Click,Q3.12_Last Click,Q3.12_Page Submit,Q3.12_Click Count,Q4.2_First Click,Q4.2_Last Click,Q4.2_Page Submit,Q4.2_Click Count,Q4.4,Q4.5_First Click,Q4.5_Last Click,Q4.5_Page Submit,Q4.5_Click Count,Q5.2,Q5.3_First Click,Q5.3_Last Click,Q5.3_Page Submit,Q5.3_Click Count,Q5.5,Q5.5_First Click,Q5.5_Last Click,Q5.5_Page Submit,Q5.5_Click Count,CoinFlip,Q6.2,Q7.2,Q7.3,Q8.1,Q8.2,Q8.3,Q8.4,id
2020-11-03 18:51:34,2020-11-03 18:56:42,IP Address,173.14.49.233,100,307,True,2020-11-03 18:56:42,R_1cSrpisTPgQffdE,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,111.663,128.097,129.401,6,Option 2,2.204,2.204,3.248,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option1,,,No,So you don't think for too long and just go with your instinct.,"How people instinctively feel about spending money,",It was too long,69816
2020-11-03 19:10:03,2020-11-03 19:16:50,IP Address,35.2.15.133,100,406,True,2020-11-03 19:16:50,R_31Acc5eXsIVIUHE,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,1.278,178.406,180.332,33,Option 2,1.61,6.794,10.224,3,,,,,,,,,,,,,,,,,,,,Option1,Option2,70,30,Nope,"To force a choice ",Game theory and whether a person will make the altruistic choice or the selfish one,It was too long,69802
2020-11-03 19:41:21,2020-11-03 19:45:05,IP Address,68.48.134.90,100,223,True,2020-11-03 19:45:05,R_2zGPaKALpCbQaB9,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,29.793,0,Option 2,6.751,6.751,7.983,1,Option1,Option2,60,40,no,,decision making,It was the right amount of time,69546
2020-11-03 19:45:26,2020-11-03 19:54:13,IP Address,99.73.149.5,100,527,True,2020-11-03 19:54:13,R_1OSGMseFKbfMHSk,,,,,42.3695068359375,-83.476898193359375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,6.1,187.209,188.282,19,Option 2,11.163,11.776,12.809,2,,,,,,,,,,,,,,,,,,,,Option2,Option1,75,25,"The study seemed pretty average until the variable of the computer and the cutoff came in. This added an extra variable that could affect the choices. ","I think it was to make the decision difficult for person B. If person B knew that the person A had willingly given the money to Person B, they would want to be nice and give some to Person A. However, the cutoff makes it so that Person B has to think about whether Person A truly wanted them to have the money or the computer just chose it. It also gives time pressure on Person A. ",People being selfish vs not selfish in different situations,It was the right amount of time,70723
2020-11-03 21:30:16,2020-11-03 21:36:46,IP Address,68.34.54.203,100,390,True,2020-11-03 21:36:46,R_20ZFnChN2xAsXTA,,,,,42.306793212890625,-83.705902099609375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.408,43.408,45.608,1,Option 2,9.392,9.392,35.008,1,Option1,Option2,40,60,Nope!,,Sacrificing something valuable to us for the sake of the community.,It was the right amount of time,69700
2020-11-03 22:07:56,2020-11-03 22:12:04,IP Address,35.2.189.241,100,248,True,2020-11-03 22:12:05,R_OOHaTQzUzFR2klH,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,14.164,56.853,58.613,6,Option 1,4.005,4.005,5.507,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option1,,,No,To prevent people from over thinking,To look at people's decision-making skills,It was too long,71248
2020-11-03 22:23:07,2020-11-03 22:25:47,IP Address,73.145.172.149,100,160,True,2020-11-03 22:25:47,R_28Yc5WObFaXGJpO,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,9.7,0,Option 1,3.083,3.938,4.699,2,,,,,,,,,,,Option1,Option2,,,"No. ",,I think the study was about risk-benefit analysis,It was too long,69699
2020-11-03 22:29:32,2020-11-03 22:32:58,IP Address,73.144.198.77,100,206,True,2020-11-03 22:32:58,R_1Cey7uZQlYoRUbd,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,15.034,0,Option 2,12.794,12.794,14.134,1,Option1,Option2,20,80,no,,I think this was a study on probability as well as personal motivation.,It was the right amount of time,70194
2020-11-03 22:58:20,2020-11-03 23:03:37,IP Address,99.19.68.227,100,316,True,2020-11-03 23:03:38,R_BDRLuuT7oTZzbEZ,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,19.569,0,Option 2,6.582,6.582,7.934,1,,,,,,,,,,,Option2,Option2,,,"I didn't understand if I would truly get $5 for participating. ",,"Financial Risk Assessment, and whether you were altruistic (likely to give a person shot of making more money than you would)",It was too long,69772
2020-11-04 00:11:24,2020-11-04 00:21:37,IP Address,35.2.100.228,100,612,True,2020-11-04 00:21:37,R_ZaWFB5vTlj1agJH,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,17.239,203.06,204.49,10,Option 2,11.414,11.414,13.269,1,,,,,,,,,,,,,,,,,,,,Option2,Option2,70,30,No,"To cause participant to feel like they must act fact and therefore they take less time to think over scenario and go with instinct ",How much people trust others and how much people value money over sharing,It was the right amount of time,70189
2020-11-04 00:26:01,2020-11-04 00:30:23,IP Address,35.2.101.240,100,262,True,2020-11-04 00:30:23,R_vVkH7IcLzDltOsp,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,30,True,True,False,91.57,124.682,126.414,5,Option 1,1.361,1.361,2.984,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option1,,,No. It was very interesting.,To force decision making.,No idea,It was the right amount of time,69485
2020-11-04 08:24:42,2020-11-04 08:32:18,IP Address,98.243.132.107,100,455,True,2020-11-04 08:32:18,R_246r3oDTlKenxTw,,,,,42.2324066162109375,-83.70169830322265625,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,36.796,0,Option 2,3.473,11.374,20.322,2,Option1,Option2,60,40,No!,,I think it was about our actions with money when another person can benefit from our decisions.,It was the right amount of time,71053
2020-11-04 08:45:23,2020-11-04 08:48:57,IP Address,76.122.156.209,100,214,True,2020-11-04 08:48:57,R_BzCEQPptZyyJMmB,,,,,42.4557037353515625,-83.65419769287109375,anonymous,EN,I understand the information above and wish to continue,25,True,True,False,20.865,52.696,53.651,5,Option 1,22.365,22.365,24.113,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option2,,,"nope! ",To study the minds of people when dealing with monkey,"how people would react differently in different scenarios ",It was the right amount of time,69633
2020-11-04 09:19:01,2020-11-04 09:20:58,IP Address,98.250.235.29,100,117,True,2020-11-04 09:20:59,R_1mw1BqTWiF23B75,,,,,42.2967071533203125,-85.20659637451171875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,7.699,0,Option 1,2.05,2.05,3.258,1,,,,,,,,,,,Option1,Option1,,,No,,About being risk averse,It was the right amount of time,71138
2020-11-04 10:14:01,2020-11-04 10:18:36,IP Address,68.37.163.15,100,274,True,2020-11-04 10:18:36,R_Rb4xKSRJ7rlcZvH,,,,,42.412200927734375,-83.0547027587890625,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,75.375,87.314,88.287,5,,0,0,30.009,0,,,,,,,,,,,,,,,,,,,,Option2,Option2,36,64,The cutoff was slightly confusing,To get you to think fast.,"To see what choices you make, selfish or not, in a certain time frame.",It was too long,69616
2020-11-04 10:10:30,2020-11-04 10:18:44,IP Address,73.145.168.218,100,494,True,2020-11-04 10:18:44,R_W8zqe8nqn2SXnFv,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,71.454,0,Option 2,7.719,7.719,8.666,1,Option1,Option2,40,60,No,,"Trying to see what decisions people would make if given options regarding keeping what they have, or either losing everything or earning more ",It was the right amount of time,70703
2020-11-04 11:27:02,2020-11-04 11:31:23,IP Address,47.35.152.215,100,260,True,2020-11-04 11:31:23,R_2VDUthfbuMqxWjt,,,,,43.102996826171875,-89.50730133056640625,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,69.716,89.941,91.499,5,Option 1,3.713,3.713,5.901,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option2,,,no,to make you go with your gut instinct,how people react when pressured to act quickly,It was too long,71213
2020-11-04 11:49:50,2020-11-04 11:54:52,IP Address,173.10.59.61,100,301,True,2020-11-04 11:54:52,R_12Mu9tfPOBnn4Kc,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.826,5.081,13.027,2,Option 1,7.954,7.954,8.95,1,,,,,,,,,,,Option2,Option1,,,No.,,"About risk and reward, as well as altruism.",It was too long,69825
2020-11-04 13:10:50,2020-11-04 13:16:33,IP Address,35.1.242.188,100,342,True,2020-11-04 13:16:34,R_2s5N73VhcIJ4dLq,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,67.411,101.223,103.024,5,Option 1,6.782,6.782,7.836,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option1,,,It was confusing and overwhelming to have to read and chose an option while being on time crunch to chose the best option for you.,The cutoff was probably meant to create some stress and show that money decisions can be stressful and rash.,I think the study was about how people make decision regarding their money and chance-taking.,It was too long,71109
2020-11-04 13:09:59,2020-11-04 13:16:46,IP Address,35.2.29.81,100,406,True,2020-11-04 13:16:46,R_3p0bummGINPa4hw,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,174.693,217.069,218.059,5,Option 2,6.102,6.102,7.064,1,,,,,,,,,,,,,,,,,,,,Option2,Option2,50,50,I did not know if I was acting as person A or B which is odd because I never know if I am working in my own self-interest,To force a person to make a quick decision,Decision making,It was too long,70686
2020-11-04 13:30:20,2020-11-04 13:33:01,IP Address,98.243.133.87,100,160,True,2020-11-04 13:33:01,R_vGqh2zcBDUoWQjn,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,10.804,0,Option 1,1.955,1.955,2.872,1,,,,,,,,,,,Option1,Option2,,,"No, most things were straight forward in their questioning. ",,"Gambling choices and weighing options with money ",It was too long,69578
2020-11-04 13:45:59,2020-11-04 13:52:52,IP Address,68.40.184.28,100,412,True,2020-11-04 13:52:52,R_2TFsax9i47iqpuU,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.433,126.775,157.62,12,Option 1,33.627,33.627,34.856,1,Option2,Option2,90,10,Nope. I had thought of this problem several times previously.,,How people can trust someone else to compensate a decision one has made.,It was too long,69585
2020-11-04 13:56:44,2020-11-04 14:03:34,IP Address,99.54.94.207,100,410,True,2020-11-04 14:03:34,R_1msZ2W2l3SXCxBN,,,,,42.4095001220703125,-82.94699859619140625,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,129.712,0,Option 2,79.744,85.032,85.844,2,Option1,Option1,90,10,no,,"i think it's about how selfish pepole can be when they have to take chances. ",It was the right amount of time,70148
2020-11-04 15:49:09,2020-11-04 15:53:46,IP Address,108.88.169.191,100,276,True,2020-11-04 15:53:46,R_3NLkCxGNmXvL1zS,,,,,42.4557037353515625,-83.65419769287109375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,82.197,95.627,97.531,5,Option 2,2.4,4.093,5.091,2,,,,,,,,,,,,,,,,,,,,Option2,Option2,70,30,"the extra questions weren't necessarily bizarre, but not exactly expected",To rush participants into going with their unconscious choice,evaluating greed in a fast-paced environment,It was too long,70578
2020-11-04 15:48:55,2020-11-04 15:55:19,IP Address,172.116.129.195,100,383,True,2020-11-04 15:55:19,R_22nyLLpPZDIeFfZ,,,,,33.626800537109375,-117.871795654296875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,154.508,170.309,171.999,5,Option 2,5.385,5.385,6.935,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,No I did not find anything to be crazy or bizarre.,"The purpose of the cutoff mechanism was to make you think quickly and make a decision without reading into it too much,",I think the study was about risk and determining the riskyness of a person,It was the right amount of time,70683
2020-11-04 15:55:50,2020-11-04 15:59:53,IP Address,68.48.247.98,100,243,True,2020-11-04 15:59:54,R_3j98GctTIOHLdV7,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.026,17.026,21.026,1,Option 2,0.004,5.122,5.18,4,,,,,,,,,,,Option1,Option1,,,Felt like if you chose one it was leading you to choose another,,"Selfishness and money ",It was too long,69738
2020-11-04 16:37:24,2020-11-04 16:44:53,IP Address,35.2.72.23,100,449,True,2020-11-04 16:44:54,R_0MxUQ2diGcOOc2R,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,30,False,True,True,22.916,149.86,154.664,21,Option 2,5.157,8.421,9.989,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,How I picked to gamble the money and how fast I decided to.,To see if someone wants to know that they are in control of their own faith.,Impulsiveness in gambling behavior.,It was too long,69567
2020-11-04 16:55:04,2020-11-04 16:59:41,IP Address,96.66.30.73,100,276,True,2020-11-04 16:59:41,R_1dy2IWfqMk8N2aW,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,44.046,0,Option 1,5.645,5.645,6.798,1,Option1,Option2,80,20,No.,,Whether or not I trust the stranger to do the right thing.,It was too long,70530
2020-11-04 17:05:55,2020-11-04 17:09:45,IP Address,35.3.74.42,100,229,True,2020-11-04 17:09:45,R_3vLqOGwmZNMiY81,,,,,42.2440032958984375,-83.58229827880859375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.37,8.891,10.1,2,Option 2,2.452,2.452,4.478,1,,,,,,,,,,,Option2,Option1,,,I like to take risks so that's what I tried to stick with.,,Taking risks and whether you perceive winning as an individual or group accomplisment.,It was too long,69543
2020-11-04 17:51:28,2020-11-04 17:57:24,IP Address,50.252.94.73,100,355,True,2020-11-04 17:57:24,R_3EaNxseW7OGT0X9,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,70.397,91.028,92.421,5,Option 2,3.123,3.123,3.921,1,,,,,,,,,,,,,,,,,,,,Option2,Option1,50,50,There was a lot of pressure built up by the description of the study.  I was unaware there were going to be more scenarios after the first choice we were given.,"To cause people to think rationally during the 60 seconds allotted before, but then to react quickly in the response for 30 seconds.",I think it was about building anxiety.,It was the right amount of time,70566
2020-11-04 18:29:53,2020-11-04 18:33:44,IP Address,35.2.35.30,100,230,True,2020-11-04 18:33:44,R_vwwH1TTptV6xwoF,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,57.293,0,Option 2,5.637,12.498,13.808,2,Option2,Option2,40,60,no.,,morals,It was the right amount of time,70664
2020-11-06 08:45:48,2020-11-06 08:52:15,IP Address,172.56.11.30,100,386,True,2020-11-06 08:52:15,R_1cTgWSNw24s2Frf,,,,,42.3701934814453125,-83.1083984375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,1.727,125.253,126.397,44,Option 2,1.99,8.623,9.469,5,,,,,,,,,,,,,,,,,,,,Option1,Option2,25,75,No,To make sure that the decisions were spontaneous and somewhat unconscious.,Whether or not someone is willing to give up a reward for the chance at a larger one.,It was too long,71268
2020-11-06 11:14:13,2020-11-06 11:20:34,IP Address,35.2.19.66,100,381,True,2020-11-06 11:20:34,R_3OrhJfmVJuJjfYG,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,46.919,74.589,76.153,5,Option 1,2.354,2.354,4.074,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option2,,,"I'm a little confused as to how the study worked, but overall it seemed simple enough to handle.","I think maybe the cutoff mechanism was there to encourage faster thinking and response, to maybe ramp up decision making.",I think the study was about monetary choices and how people's choices change in different scenarios.,It was the right amount of time,70637
2020-11-06 15:00:03,2020-11-06 15:02:44,IP Address,68.40.168.140,100,161,True,2020-11-06 15:02:44,R_r9doOCYblZxrnUJ,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.09,0,Option 1,4.828,4.828,6.717,1,,,,,,,,,,,Option1,Option1,,,N/A,,"Decision making and thinking about yourself. ",It was too long,70692
2020-11-06 15:08:34,2020-11-06 15:13:24,IP Address,65.183.165.130,100,289,True,2020-11-06 15:13:24,R_1jCCK3ZT8OpoKG9,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,20.3,0,Option 1,3.797,3.797,4.66,1,,,,,,,,,,,Option1,Option2,,,No,,I think the first few questions were observing our riskiness and seeing whether or not we would risk losing what we have to gain more. I think the last question was seeing whether or not we would be willing to lose a small amount to help another person gain more than you had. This question was probably looking at our level of generosity.,It was too long,69586
2020-11-06 15:28:35,2020-11-06 15:32:59,IP Address,35.2.69.91,100,263,True,2020-11-06 15:32:59,R_vP8by0Ik7gEP86R,,,,,42.7593994140625,-83.408599853515625,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,46.8,57.292,59.017,5,Option 1,1.909,1.909,2.959,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option1,,,No,To force participants to think fast and make a quick decision.,Whether the participants choose an option or let the cutoff choose it for them.,It was the right amount of time,69568
2020-11-06 15:28:24,2020-11-06 15:34:43,IP Address,24.127.23.224,100,379,True,2020-11-06 15:34:43,R_w6PCTZ9eZKv2HGV,,,,,42.335296630859375,-83.28639984130859375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,62.227,0,Option 2,7.946,7.946,9.229,1,Option1,Option2,33,67,"No, nothing about this study has been confusing, crazy, or bizarre.",,Possibly to test how willing a person would be to share money with someone anonymous.,It was the right amount of time,69685
2020-11-06 15:36:02,2020-11-06 15:43:04,IP Address,35.1.94.93,100,422,True,2020-11-06 15:43:04,R_31ZSyRqzeDSuHFl,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,136.429,162.915,163.894,5,Option 1,5.985,5.985,7.691,1,,,,,,,,,,,,,,,,,,,,Option2,Option2,75,25,no,So that the experiment can see if people are quick or slow with what they decide.,to see how long people take to decide if they want to share or keep.,It was too short,70799
2020-11-06 15:46:42,2020-11-06 15:51:07,IP Address,208.75.18.2,100,264,True,2020-11-06 15:51:07,R_DiNupA6JBMPt0ml,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,10,False,True,False,53.163,70.84,72.325,5,Option 2,4.332,4.332,5.751,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,in the last option the person should always pick option two because between the two people you still net ten dollars.,to make people make an instant choice without much thought,"not too sure, maybe about quick thinking or risk management",It was too long,70114
2020-11-06 15:45:33,2020-11-06 15:53:17,IP Address,35.0.47.49,100,464,True,2020-11-06 15:53:17,R_2ZHuCHsGUmWtZ35,,,,,42.2196044921875,-83.6045989990234375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,140.328,167.45,168.932,5,Option 2,9.498,9.498,10.599,1,,,,,,,,,,,,,,,,,,,,Option1,Option2,35,65,N/A,Makes you thin quicker,"I thought that it was cool and it was fun. ",It was the right amount of time,71544
2020-11-06 16:02:20,2020-11-06 16:06:14,IP Address,73.144.176.228,100,234,True,2020-11-06 16:06:15,R_AO2VPGgufsQmrG9,,,,,42.4080047607421875,-83.49340057373046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.198,10.198,10.571,1,Option 1,31.101,31.101,32.324,1,,,,,,,,,,,Option1,Option1,,,"No ",,"I think the study was about how people view money and people's willingness to spend money. I also thing it could have been a cost vs benefit idea. ",It was too long,70777
2020-10-30 17:43:57,2020-10-30 17:45:12,IP Address,35.2.60.150,52,74,False,2020-11-06 16:45:42,R_1LMdbq27RT5wQpx,,,,,,,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70129
2020-11-06 16:55:32,2020-11-06 17:00:18,IP Address,35.0.120.161,100,285,True,2020-11-06 17:00:18,R_WxHRYFb2m1pbbQl,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,39.933,0,Option 2,7.797,7.797,10.326,1,Option2,Option1,75,25,Nothing,,I think it was to see how people react differently when they are A or B,It was the right amount of time,70195
2020-11-06 16:59:33,2020-11-06 17:02:46,IP Address,50.237.31.234,100,193,True,2020-11-06 17:02:47,R_11heYMvugCEzTAZ,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,27.946,61.261,62.354,6,Option 2,4.146,4.146,5.546,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,No.,To push a decision.,"The risks people are willing to take, and how fast they make the risky decision.",It was the right amount of time,69475
2020-11-06 17:03:47,2020-11-06 17:06:45,IP Address,73.144.56.104,100,177,True,2020-11-06 17:06:45,R_agXHKmahdhs66Sl,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.599,8.862,16.517,2,Option 2,1.699,2.379,3.099,2,,,,,,,,,,,Option2,Option1,,,not really,,"I liked it, I like betting so this was interesting for me to see what I would pick.",It was too long,70608
2020-11-06 17:06:29,2020-11-06 17:10:52,IP Address,68.48.189.62,100,263,True,2020-11-06 17:10:52,R_3sh9oPaKddRyPT7,,,,,42.644195556640625,-82.89849853515625,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,True,,3.857,89.944,91.205,12,Option 2,7.205,7.205,8.115,1,,,,,,,,,,,,,,,,,,,,Option1,Option2,25,75,No,"To force the participant to be more likely to go with their instinct. ","To see how selfish people are. ",It was too long,69532
2020-11-06 17:35:36,2020-11-06 17:41:05,IP Address,98.144.68.225,100,328,True,2020-11-06 17:41:05,R_2Wx5665MpzRjtKM,,,,,43.0655975341796875,-88.14499664306640625,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.858,6.858,42.024,1,Option 2,0.034,8.077,9.167,2,Option1,Option1,70,30,no,,human morality in decision making or maybe somewhat related to game theory?,It was too long,70757
2020-11-06 17:42:06,2020-11-06 17:47:55,IP Address,68.49.149.134,100,348,True,2020-11-06 17:47:55,R_3EfZ7bysoTrOlcC,,,,,42.270904541015625,-83.72679901123046875,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,True,True,False,,52.476,130.071,131.789,7,Option 1,8.335,8.335,9.809,1,,,,,,,,,,,,,,,,,,,,Option2,Option2,60,40,There wasn't it was very straightforward,To give the assumption of a rushed decision so that you could see a persons first choices,"I think it is similar to the prisoners dilemma, but with money. ",It was too long,70741
2020-11-06 18:44:07,2020-11-06 18:48:54,IP Address,35.1.58.217,100,287,True,2020-11-06 18:48:54,R_21cXCAseLNKOCEN,,,,,42.2776031494140625,-83.74089813232421875,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,81.048,111.72,112.772,5,Option 1,1.804,1.804,4.233,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option2,Option2,,,not really,to make people make decisions quickly,I have no idea,It was the right amount of time,71136
2020-11-06 18:59:19,2020-11-06 19:02:57,IP Address,67.194.201.106,100,217,True,2020-11-06 19:02:57,R_3sBMF0s9hTecb6m,,,,,42.5063934326171875,-83.40689849853515625,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,28.282,0,Option 2,21.736,21.736,22.3,1,Option2,Option2,60,40,"No, it was straightforward",,Selfishness or thinking about those around you,It was too long,69507
2020-11-06 19:12:17,2020-11-06 19:16:02,IP Address,98.209.116.89,100,224,True,2020-11-06 19:16:02,R_3DiG7OCW3Ajfqns,,,,,42.306793212890625,-83.705902099609375,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,17.705,0,Option 1,3.534,3.534,6.345,1,,,,,,,,,,,Option2,Option2,,,Not in particular.,,Risk taking and empathetic sharing,It was too long,69646
2020-11-06 20:00:55,2020-11-06 20:05:24,IP Address,70.142.44.129,100,268,True,2020-11-06 20:05:24,R_1FDRiNecQfXXHDW,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,I understand the information above and wish to continue,,,,,,,,,,,,,,,30,False,True,False,,47.968,62.974,63.359,6,Option 1,0.493,5.514,6.459,2,,,,,,,,,,,,,,,,,,,,Option1,Option1,80,20,No,To help people make a decision faster,"How quickly a person could make a decision ",It was too long,69501
2020-11-06 20:06:53,2020-11-06 20:09:41,IP Address,70.142.44.129,100,167,True,2020-11-06 20:09:41,R_2ErXhjAYXgf3hpI,,,,,42.28070068359375,-83.78009796142578125,anonymous,EN,I understand the information above and wish to continue,30,False,True,False,24.795,52.464,53.32,6,Option 1,2.156,4.054,4.503,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Option1,Option1,,,no,to add pressure,the factors that affect a person's decision,It was too long,69501
